,classifier,cohort_identifier,cv_index,encoded_features_size,encoded_image_size,encoded_image_size_height,encoded_image_size_width,modality,module,non_varying_features,raw_image_size,raw_image_size_height,raw_image_size_width,training_scores_mean_test_AUC,training_scores_mean_test_Accuracy,training_scores_mean_test_F1,training_scores_mean_train_AUC,training_scores_mean_train_Accuracy,training_scores_mean_train_F1,AUC,Accuracy,Brier_Loss,DP,F1,Log_Loss,P+,P-,Precision,Recall,Specificity,Youdens
302,SVC,ppp1_raw_image_2048x2048,11,2048,,224.0,224.0,ms1_only,resnet_v2_101,943,,2048.0,2048.0,0.7708593747436868,0.7104851330203443,0.7026180076908416,0.8961060669024322,0.8209736348375629,0.8172021984727066,0.8029996270445949,0.7226277372262774,0.18127939787024197,1.0571362745978974,0.7266187050359713,0.5380289127275405,2.5250000000000004,0.3711340206185567,0.7163120567375887,0.7372262773722628,0.708029197080292,0.44525547445255476
303,RandomForest,ppp1_raw_image_512x512,1,1536,,299.0,299.0,ms1_only,inception_resnet_v2,1536,,512.0,512.0,0.7156588299109042,0.6557120500782473,0.6416671523809332,1.0,1.0,1.0,0.732218019074005,0.6824817518248175,0.2101735474452555,0.8442683302198745,0.6789667896678967,0.615988037646045,2.1904761904761907,0.4736842105263158,0.6865671641791045,0.6715328467153284,0.6934306569343066,0.36496350364963503
304,LogisticRegression,ppp1_raw_image_512x512,0,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2044,,512.0,512.0,0.7341485046625743,0.672926447574335,0.6646969266065411,0.9008856809514719,0.8215957929533025,0.8172435790398686,0.7481485428099526,0.6642335766423357,0.20198955718375525,0.7553715220988957,0.6541353383458646,0.5883167418874485,2.0714285714285716,0.5263157894736842,0.6744186046511628,0.635036496350365,0.6934306569343066,0.3284671532846716
305,RandomForest,ppp1_cropped_image_2048x973,1,4032,,331.0,331.0,ms1_only,nasnet_large,3214,,2048.0,973.0,0.7361590929223137,0.6744913928012519,0.6636006899327112,1.0,1.0,1.0,0.7430337258244978,0.6788321167883211,0.20645217518248177,0.836241299220781,0.6944444444444444,0.5985312405294516,1.9607843137254903,0.43023255813953487,0.6622516556291391,0.7299270072992701,0.6277372262773723,0.35766423357664234
306,SVC,ppp1_cropped_image_512x243,11,2048,,224.0,224.0,ms1_only,resnet_v2_50,1017,,512.0,243.0,0.7953270910500663,0.7190923317683882,0.7019325649815925,0.9196190053548242,0.8344289429013436,0.8258954317122718,0.7807555010922265,0.6934306569343066,0.19075137134842987,0.9010044968862444,0.6888888888888889,0.5610445966596398,2.325,0.45360824742268047,0.6992481203007519,0.6788321167883211,0.708029197080292,0.3868613138686131
307,RandomForest,ppp1_cropped_image_2048x973,1,2048,,224.0,224.0,ms1_only,resnet_v2_50,1026,,2048.0,973.0,0.763061988672465,0.6885758998435054,0.6680969213348958,1.0,1.0,1.0,0.7493739677127177,0.7007299270072993,0.2019757810218978,0.9556734268535318,0.6821705426356589,0.5897396410695959,2.666666666666666,0.4711538461538462,0.7272727272727273,0.6423357664233577,0.7591240875912408,0.4014598540145985
308,LogisticRegression,ppp1_raw_image_512x512,0,1280,,128.0,128.0,all_modalities,mobilenet_v2_035_128,90770,,512.0,512.0,0.6952774961751252,0.6455399061032864,0.6455912969587538,1.0,0.9978090747506666,0.9978128809870205,0.6733976237412755,0.6058394160583942,0.24410496507216972,0.4757361658417771,0.593984962406015,0.7034294713920539,1.5799999999999998,0.6666666666666667,0.6124031007751938,0.5766423357664233,0.635036496350365,0.21167883211678828
309,LogisticRegression,ppp1_raw_image_2048x2048,0,1024,,224.0,224.0,ms1_only,inception_v2,1022,,2048.0,2048.0,0.7463336975029773,0.6940532081377152,0.6829262589217554,0.8712910080366312,0.7949952272802081,0.7880454306511703,0.7415951835473387,0.6605839416058394,0.20596568715151847,0.7343040277281596,0.6618181818181817,0.5951558229063051,1.9361702127659572,0.5111111111111112,0.6594202898550725,0.6642335766423357,0.656934306569343,0.3211678832116788
310,XGBoost,ppp1_raw_image_2048x2048,1,256,,224.0,224.0,all_modalities,mobilenet_v1_025_224,24924,,2048.0,2048.0,0.5484988118008461,0.5226917057902973,0.5228653939685283,1.0,1.0,1.0,0.6444669401672971,0.6058394160583942,0.2568299948756502,0.47939235280322,0.5846153846153845,0.7488049983461625,1.6170212765957446,0.6777777777777778,0.6178861788617886,0.5547445255474452,0.656934306569343,0.21167883211678828
311,XGBoost,ppp1_raw_image_512x512,1,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,249,,512.0,512.0,0.5907438575079642,0.5704225352112676,0.5685886842610907,1.0,1.0,1.0,0.5870850871117268,0.5437956204379562,0.3059195552747928,0.19375673011668224,0.5387453874538746,0.9511078278768644,1.1967213114754098,0.8421052631578947,0.5447761194029851,0.5328467153284672,0.5547445255474452,0.08759124087591241
312,RandomForest,ppp1_raw_image_2048x2048,1,1056,,224.0,224.0,ms1_only,nasnet_mobile,642,,2048.0,2048.0,0.6984522243328751,0.6384976525821596,0.6291449671959363,1.0,1.0,1.0,0.7087218285470723,0.6459854014598541,0.21605477372262777,0.6632221285950844,0.6446886446886447,0.6199088374052337,1.8333333333333333,0.550561797752809,0.6470588235294118,0.6423357664233577,0.6496350364963503,0.291970802919708
313,SVC,ppp1_raw_image_512x512,0,1056,,224.0,224.0,ms1_only,nasnet_mobile,618,,512.0,512.0,0.6962702138758476,0.6447574334898278,0.6480413231603799,0.8055937584707372,0.7226970451456972,0.7250316544185972,0.7257179391549895,0.6496350364963503,0.21436459611003175,0.6869909975272165,0.6643356643356643,0.6185372228322532,1.7592592592592595,0.506024096385542,0.6375838926174496,0.6934306569343066,0.6058394160583942,0.2992700729927008
314,XGBoost,ppp1_raw_image_512x512,1,1280,,224.0,224.0,all_modalities,mobilenet_v2_035_224,110417,,512.0,512.0,0.6958923742001664,0.6369327073552425,0.6392848594392411,1.0,1.0,1.0,0.6957216687090415,0.6459854014598541,0.2387368077069537,0.6665206573366488,0.6339622641509434,0.7029284235237874,1.909090909090909,0.5698924731182796,0.65625,0.6131386861313869,0.6788321167883211,0.291970802919708
315,RandomForest,ppp1_cropped_image_2048x973,1,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,1011,,2048.0,973.0,0.5993906993478848,0.5790297339593115,0.5825312326186456,1.0,1.0,1.0,0.5546379668602482,0.551094890510949,0.24840913868613138,0.22675258308664326,0.5393258426966292,0.690096269069097,1.2413793103448276,0.8227848101265823,0.5538461538461539,0.5255474452554745,0.5766423357664233,0.1021897810218978
316,RandomForest,ppp1_cropped_image_2048x973,1,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5866,,2048.0,973.0,0.694476022217629,0.6251956181533647,0.6194433147235872,1.0,1.0,1.0,0.6802706590654803,0.6313868613138686,0.22633267153284672,0.603913904536796,0.6070038910505837,0.6443091101564586,1.8571428571428572,0.6210526315789474,0.65,0.5693430656934306,0.6934306569343066,0.26277372262773724
317,RandomForest,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,ms1_only,inception_v2,1022,,2048.0,2048.0,0.7066865046166432,0.661189358372457,0.644609614855072,1.0,1.0,1.0,0.6959081464116362,0.6459854014598541,0.21899763503649636,0.6681837317328913,0.6311787072243346,0.62641625284978,1.9302325581395352,0.5744680851063829,0.6587301587301587,0.6058394160583942,0.6861313868613139,0.2919708029197081
318,SVC,ppp1_raw_image_512x512,11,1280,,224.0,224.0,all_modalities,mobilenet_v2_100_224,126114,,512.0,512.0,0.7338346407351634,0.6705790297339593,0.6649763462650102,1.0,0.9968704006733531,0.9968794531245494,0.7626938036123395,0.718978102189781,0.19902551783716138,1.0397136873560568,0.7116104868913858,0.5835026982644228,2.7142857142857144,0.4117647058823529,0.7307692307692307,0.6934306569343066,0.7445255474452555,0.43795620437956206
319,SVC,ppp1_cropped_image_512x243,3,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,836,,512.0,243.0,0.536632130698626,0.5156494522691706,0.5211714410704323,0.9490086095211175,0.8818478536867498,0.8834235979733752,0.5352975651339976,0.5291970802919708,0.2500404549749109,0.1294862402323031,0.5132075471698113,0.6932830799750249,1.1333333333333333,0.8961038961038961,0.53125,0.49635036496350365,0.5620437956204379,0.05839416058394159
320,LogisticRegression,ppp1_cropped_image_512x243,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1203,,512.0,243.0,0.650959800264433,0.5993740219092332,0.6058740734897455,0.8998321409699436,0.8161195084333727,0.8131023836052492,0.671586126058927,0.6131386861313869,0.2273871792832932,0.5120927207934215,0.5954198473282442,0.646023022857948,1.6595744680851061,0.6555555555555557,0.624,0.5693430656934306,0.656934306569343,0.22627737226277367
321,SVC,ppp1_raw_image_512x512,0,1024,,224.0,224.0,ms1_only,inception_v1,922,,512.0,512.0,0.7481200972431373,0.676056338028169,0.6654003755802124,0.8694678197240776,0.7904526207639172,0.785080547475178,0.7406361553625659,0.6824817518248175,0.2073317828349059,0.8451840181554537,0.6765799256505577,0.7540685409426795,2.2195121951219514,0.4791666666666667,0.6893939393939394,0.6642335766423357,0.7007299270072993,0.36496350364963503
322,LogisticRegression,ppp1_cropped_image_2048x973,1,1280,,128.0,128.0,ms1_only,mobilenet_v2_100_128,1038,,2048.0,973.0,0.5841584564456386,0.5422535211267606,0.537226583566191,0.9833634544400462,0.9309865893627126,0.9318480941392097,0.4834567638126698,0.49635036496350365,0.31145453857064886,-0.016380269911955216,0.5273972602739726,0.9590936244607459,0.9871794871794872,1.016949152542373,0.4967741935483871,0.5620437956204379,0.4306569343065693,-0.007299270072992692
323,SVC,ppp1_raw_image_512x512,0,2048,,224.0,224.0,all_modalities,resnet_v2_152,164260,,512.0,512.0,0.845752010314859,0.7777777777777778,0.772704844173224,1.0,0.9982784117893234,0.9982842620979295,0.8757525707283286,0.8138686131386861,0.14374036162299259,1.7051646594096157,0.7999999999999999,0.4613483298434879,6.375000000000002,0.2892561983471075,0.864406779661017,0.7445255474452555,0.8832116788321168,0.6277372262773723
324,LogisticRegression,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,all_modalities,resnet_v2_101,119254,,2048.0,2048.0,0.8563591346979306,0.769170579029734,0.7606646179168124,1.0,1.0,1.0,0.8533219670733656,0.7591240875912408,0.1778095483256303,1.3365281124603057,0.736,0.6278480141681099,4.38095238095238,0.3879310344827587,0.8141592920353983,0.6715328467153284,0.8467153284671532,0.5182481751824817
325,LogisticRegression,ppp1_raw_image_512x512,2,2048,,224.0,224.0,ms1_only,resnet_v2_152,1570,,512.0,512.0,0.7829928948643331,0.7253521126760564,0.7304694715834589,0.9718894573841275,0.9228482792346719,0.9220996786299022,0.7662102402898396,0.7335766423357665,0.2035756055306683,1.1190732206543508,0.7286245353159853,0.6564871296128484,2.88235294117647,0.3786407766990291,0.7424242424242424,0.7153284671532847,0.7518248175182481,0.46715328467153283
326,LogisticRegression,ppp1_raw_image_2048x2048,1,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,788,,2048.0,2048.0,0.5377090557945077,0.5226917057902973,0.5255956195634176,0.942341697631551,0.8630664371999418,0.8622639973756031,0.5154776493153603,0.5072992700729927,0.28845218699563774,0.03223963334374295,0.49814126394052044,0.8036335807353266,1.0307692307692309,0.9722222222222222,0.5075757575757576,0.48905109489051096,0.5255474452554745,0.01459854014598544
327,LogisticRegression,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,all_modalities,resnet_v2_50,131729,,2048.0,2048.0,0.8629729694261541,0.7871674491392802,0.7779604331493031,1.0,1.0,1.0,0.8465022110927594,0.7846715328467153,0.1794961596640198,1.4818879898105457,0.7686274509803922,0.6689260187929554,4.899999999999999,0.3333333333333333,0.8305084745762712,0.7153284671532847,0.8540145985401459,0.5693430656934306
328,XGBoost,ppp1_cropped_image_512x243,1,1024,,224.0,224.0,ms1_only,inception_v2,1024,,512.0,243.0,0.7140814449551568,0.6651017214397497,0.6650308100919962,1.0,1.0,1.0,0.6928978634983215,0.6386861313868614,0.2579068895225747,0.6300272333601851,0.6292134831460674,0.8194748924702685,1.826086956521739,0.5824175824175825,0.6461538461538462,0.6131386861313869,0.6642335766423357,0.2773722627737226
329,LogisticRegression,ppp1_raw_image_512x512,0,512,,128.0,128.0,all_modalities,mobilenet_v1_050_128,46829,,512.0,512.0,0.6842460540086548,0.6306729264475743,0.631898911423062,1.0,0.9984350533933334,0.9984394452140065,0.6576269380361234,0.6167883211678832,0.2426489289688282,0.5263062713156842,0.6067415730337079,0.6828607308920127,1.653061224489796,0.6363636363636362,0.6230769230769231,0.5912408759124088,0.6423357664233577,0.23357664233576647
330,LogisticRegression,ppp1_raw_image_2048x2048,0,1056,,224.0,224.0,ms1_only,nasnet_mobile,642,,2048.0,2048.0,0.7145095903474264,0.6580594679186228,0.6420325730732721,0.7924665899180515,0.7189364711027099,0.7081463795879549,0.7174063615536257,0.656934306569343,0.21236446180093746,0.7179928486805145,0.6492537313432836,0.6104959874204862,1.9772727272727268,0.5376344086021506,0.6641221374045801,0.635036496350365,0.6788321167883211,0.3138686131386861
331,RandomForest,ppp1_raw_image_512x512,1,1024,,224.0,224.0,ms1_only,inception_v2,1018,,512.0,512.0,0.7087684504417607,0.651017214397496,0.6335464034225162,1.0,1.0,1.0,0.7483616601843466,0.6897810218978102,0.20681740145985403,0.9090031483967836,0.6640316205533597,0.6011638836581658,2.6249999999999996,0.5047619047619047,0.7241379310344828,0.6131386861313869,0.7664233576642335,0.3795620437956204
332,RandomForest,ppp1_cropped_image_512x243,1,1024,,128.0,128.0,ms1_only,mobilenet_v1_100_128,899,,512.0,243.0,0.6210877736330241,0.5860719874804382,0.5843243789064684,1.0,1.0,1.0,0.5949970696361021,0.5583941605839416,0.24222845255474454,0.259088859550706,0.5663082437275986,0.6772563168595496,1.253968253968254,0.7837837837837839,0.5563380281690141,0.5766423357664233,0.5401459854014599,0.11678832116788318
333,SVC,ppp1_raw_image_512x512,11,1024,,224.0,224.0,all_modalities,inception_v2,103418,,512.0,512.0,0.8164013586917889,0.744131455399061,0.7340194765960398,0.9999941199240179,0.9968704006733531,0.9968794531245494,0.8203420533859022,0.7372262773722628,0.1725665028611857,1.1468898133993544,0.7272727272727273,0.519616696092315,3.096774193548388,0.3867924528301886,0.7559055118110236,0.7007299270072993,0.7737226277372263,0.47445255474452563
334,XGBoost,ppp1_cropped_image_512x243,0,256,,128.0,128.0,ms1_only,mobilenet_v1_025_128,246,,512.0,243.0,0.579853216667815,0.5469483568075117,0.5413150235073356,1.0,0.9995303690746566,0.9995321258029258,0.6295487239597208,0.6313868613138686,0.24597046627071537,0.5937393492974038,0.6273062730627306,0.7015476094110169,1.7346938775510203,0.5909090909090909,0.6343283582089553,0.6204379562043796,0.6423357664233577,0.26277372262773724
335,XGBoost,ppp1_cropped_image_2048x973,1,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,247,,2048.0,973.0,0.5872754970696921,0.5610328638497653,0.5624027582506551,1.0,1.0,1.0,0.6664180297298737,0.6313868613138686,0.2611423953703395,0.6129451707584688,0.5976095617529881,0.818613887227261,1.9230769230769231,0.6326530612244898,0.6578947368421053,0.5474452554744526,0.7153284671532847,0.26277372262773724
336,RandomForest,ppp1_cropped_image_2048x973,1,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1699,,2048.0,973.0,0.5727345476695876,0.5406885758998435,0.5486248717461585,1.0,1.0,1.0,0.583275614044435,0.5620437956204379,0.24428322627737228,0.27725321011981346,0.5804195804195804,0.6815279833402285,1.2575757575757578,0.76056338028169,0.5570469798657718,0.6058394160583942,0.5182481751824818,0.12408759124087598
337,XGBoost,ppp1_raw_image_2048x2048,1,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5042,,2048.0,2048.0,0.7499196202137117,0.6713615023474179,0.6670254864260253,1.0,1.0,1.0,0.7131972934093452,0.6861313868613139,0.2486417884968599,0.8709721818534333,0.6717557251908398,0.8375525223836897,2.3783783783783785,0.49,0.704,0.6423357664233577,0.7299270072992701,0.3722627737226277
338,SVC,ppp1_cropped_image_2048x973,11,1056,,224.0,224.0,ms1_only,nasnet_mobile,420,,2048.0,973.0,0.6937404378128387,0.636150234741784,0.6175582728164088,0.8629309550755164,0.77621204747328,0.7653128703189988,0.6632212691139644,0.6423357664233577,0.22855454042439383,0.6736992695949451,0.6048387096774194,0.654071998681381,2.083333333333333,0.6138613861386139,0.6756756756756757,0.5474452554744526,0.7372262773722628,0.2846715328467153
339,SVC,ppp1_cropped_image_2048x973,0,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5866,,2048.0,973.0,0.7565274401279952,0.6971830985915493,0.6920529466155306,0.9891683682850676,0.9497630097758467,0.9489473635918716,0.6863977835793063,0.6386861313868614,0.22632395439975164,0.6422997659750425,0.6117647058823529,0.6469541937431782,1.95,0.6082474226804124,0.6610169491525424,0.5693430656934306,0.708029197080292,0.2773722627737226
340,LogisticRegression,ppp1_cropped_image_2048x973,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_050_224,1221,,2048.0,973.0,0.6341781959713869,0.6040688575899843,0.6059557150640327,0.893601840103419,0.8089166396290914,0.8092546539524433,0.5973147210826363,0.583941605839416,0.24605167733820557,0.37680685296213623,0.6013986013986014,0.6869395994702485,1.3650793650793651,0.6891891891891891,0.5771812080536913,0.6277372262773723,0.5401459854014599,0.16788321167883213
341,XGBoost,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,943,,2048.0,2048.0,0.7321444780180423,0.661189358372457,0.6571145512109983,1.0,1.0,1.0,0.7741488624860141,0.708029197080292,0.21611650141224556,0.9779146462950971,0.7037037037037037,0.6898646343418803,2.5,0.4242424242424242,0.7142857142857143,0.6934306569343066,0.7226277372262774,0.416058394160584
342,SVC,ppp1_raw_image_2048x2048,3,256,,128.0,128.0,ms1_only,mobilenet_v1_025_128,246,,2048.0,2048.0,0.5573542583242291,0.5469483568075117,0.5313017887151307,0.8429047302882099,0.7688607658922164,0.7612901535412161,0.5551174809526347,0.5255474452554745,0.24854258377009406,0.1131661421540568,0.5112781954887218,0.6902971885174299,1.1147540983606556,0.9078947368421052,0.5271317829457365,0.49635036496350365,0.5547445255474452,0.0510948905109489
343,RandomForest,ppp1_cropped_image_512x243,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1203,,512.0,243.0,0.6015977259628896,0.5727699530516432,0.573642787059999,1.0,1.0,1.0,0.6074111566945495,0.5875912408759124,0.24180727007299269,0.3940984290403411,0.5670498084291189,0.676616084624413,1.48,0.7241379310344828,0.5967741935483871,0.5401459854014599,0.635036496350365,0.17518248175182483
344,SVC,ppp1_raw_image_2048x2048,3,2048,,224.0,224.0,all_modalities,resnet_v2_152,163968,,2048.0,2048.0,0.8643867241026718,0.7965571205007824,0.7928621804334487,1.0,1.0,1.0,0.8282806755820769,0.7700729927007299,0.1677677734024328,1.3621902563343669,0.7567567567567568,0.5128834604797781,4.083333333333333,0.34513274336283184,0.8032786885245902,0.7153284671532847,0.8248175182481752,0.5401459854014599
345,XGBoost,ppp1_raw_image_2048x2048,1,1536,,299.0,299.0,all_modalities,inception_resnet_v2,155081,,2048.0,2048.0,0.8140181253684075,0.7378716744913928,0.7295043360906116,1.0,1.0,1.0,0.7993499920080984,0.7408759124087592,0.20259982539788096,1.180526402673213,0.725868725868726,0.7043607334966855,3.3571428571428577,0.3944954128440366,0.7704918032786885,0.6861313868613139,0.7956204379562044,0.4817518248175183
346,SVC,ppp1_raw_image_512x512,11,1280,,96.0,96.0,all_modalities,mobilenet_v2_100_96,107482,,512.0,512.0,0.7100657364483508,0.6580594679186228,0.6512594185459981,1.0,0.9968704006733531,0.9968794531245494,0.7115456337577921,0.6532846715328468,0.21893341600071373,0.6989387312584981,0.6570397111913356,0.6301198644450672,1.857142857142857,0.5227272727272728,0.65,0.6642335766423357,0.6423357664233577,0.3065693430656934
347,RandomForest,ppp1_raw_image_2048x2048,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1074,,2048.0,2048.0,0.6202837023695086,0.5892018779342723,0.5848380527990369,1.0,1.0,1.0,0.5522403963983163,0.5364963503649635,0.2494558686131387,0.16133679577905577,0.5313653136531366,0.6922748679473912,1.1612903225806452,0.8666666666666666,0.5373134328358209,0.5255474452554745,0.5474452554744526,0.07299270072992703
348,XGBoost,ppp1_raw_image_512x512,1,512,,224.0,224.0,ms1_only,mobilenet_v1_050_224,491,,512.0,512.0,0.556394075298909,0.5469483568075117,0.556690227616083,1.0,1.0,1.0,0.6071181203047576,0.5547445255474452,0.2952419630590655,0.24248249106013486,0.5579710144927535,0.8903421407189887,1.2419354838709677,0.8,0.5539568345323741,0.5620437956204379,0.5474452554744526,0.10948905109489049
349,SVC,ppp1_cropped_image_2048x973,0,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2047,,2048.0,973.0,0.7518818165612979,0.6901408450704225,0.6819517817259066,0.9092387156156185,0.8234737288813028,0.8191643560994,0.7654110501358624,0.7007299270072993,0.19689950222292657,0.9391890485288497,0.6962962962962962,0.5767764496563443,2.4102564102564106,0.43877551020408156,0.706766917293233,0.6861313868613139,0.7153284671532847,0.4014598540145986
350,SVC,ppp1_raw_image_512x512,0,2048,,224.0,224.0,all_modalities,resnet_v2_50,132459,,512.0,512.0,0.8540584683659063,0.7809076682316118,0.7747262725414873,1.0,1.0,1.0,0.8475944376365284,0.7773722627737226,0.15577108551541127,1.472514796541145,0.7550200803212853,0.4810852873817897,5.222222222222225,0.361344537815126,0.8392857142857143,0.6861313868613139,0.8686131386861314,0.5547445255474454
351,SVC,ppp1_raw_image_2048x2048,0,1024,,224.0,224.0,ms1_only,inception_v2,1022,,2048.0,2048.0,0.7295567410207029,0.6690140845070423,0.6519934430987441,0.9022404891309123,0.8244176929189767,0.8176456200765413,0.7540092706057862,0.6605839416058394,0.20134551504401618,0.7380799460206907,0.649056603773585,0.5866267541033913,2.047619047619048,0.5368421052631579,0.671875,0.6277372262773723,0.6934306569343066,0.3211678832116789
352,LogisticRegression,ppp1_raw_image_512x512,0,1280,,96.0,96.0,all_modalities,mobilenet_v2_100_96,107482,,512.0,512.0,0.7133216645942898,0.6557120500782473,0.646219339500692,1.0,0.9989040965453033,0.9989067349336326,0.7162874953380574,0.6605839416058394,0.22537612290612027,0.7346796301616159,0.6642599277978339,0.6814608563056359,1.9166666666666665,0.50561797752809,0.6571428571428571,0.6715328467153284,0.6496350364963503,0.3211678832116788
353,SVC,ppp1_cropped_image_2048x973,3,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,842,,2048.0,973.0,0.5147327399445981,0.4968701095461659,0.4981786279057726,0.9327443457224512,0.8632274871042522,0.863934022821998,0.5590068730353241,0.5328467153284672,0.25011706291996044,0.1476512284235648,0.5616438356164384,0.6974470294907581,1.1232876712328768,0.8593749999999999,0.5290322580645161,0.5985401459854015,0.46715328467153283,0.06569343065693434
